DATAFLOW,freq,sex,wstatus,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2015,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2016,5.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2017,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2018,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2019,4.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DE,2020,5.0,bp
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2005,2.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2006,1.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2007,3.8,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2008,4.6,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2009,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2010,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2011,5.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2012,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2013,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2014,5.2,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2015,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2016,4.8,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2017,5.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2018,5.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2019,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,DK,2020,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2005,7.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2006,6.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2007,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2008,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2009,8.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2010,8.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2011,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2012,8.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2013,8.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2014,7.7,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2015,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2016,7.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2017,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2018,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2019,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EA19,2020,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2005,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2006,5.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2007,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2008,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2009,9.1,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2010,8.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2011,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2012,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2013,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2014,5.5,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2015,3.9,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2016,3.6,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2017,3.9,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2018,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2019,3.5,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EE,2020,4.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2005,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2006,3.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2007,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2008,3.8,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2009,4.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2010,5.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2011,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2012,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2013,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2014,6.3,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2015,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2016,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2017,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2018,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2019,2.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EL,2020,2.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2005,8.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2006,7.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2007,7.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2008,12.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2009,17.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2010,17.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2011,17.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2012,17.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2013,17.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2014,16.2,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2015,13.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2016,12.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2017,11.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2018,10.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2019,9.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,ES,2020,11.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2005,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2006,6.7,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2007,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2008,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2009,8.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2010,8.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2011,8.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2012,8.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2013,7.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2014,7.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2015,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2016,6.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2017,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2018,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU15,2019,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2005,6.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2006,6.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2007,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2008,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2009,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2010,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2011,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2012,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2013,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2014,7.1,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2015,6.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2016,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2017,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2018,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2019,5.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU27_2020,2020,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2005,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2006,6.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2007,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2008,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2009,7.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2010,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2011,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2012,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2013,7.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2014,6.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2015,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2016,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2017,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2018,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,EU28,2019,5.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2005,4.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2006,4.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2007,3.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2008,4.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2009,5.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2010,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2011,5.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2012,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2013,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2014,7.1,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2015,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2016,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2017,5.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2018,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2019,4.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FI,2020,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2005,6.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2006,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2007,6.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2008,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2009,8.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2010,8.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2011,7.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2012,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2013,5.8,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2014,6.0,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2015,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2016,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2017,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2018,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2019,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,FR,2020,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2005,3.1,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2006,3.1,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2007,3.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2008,2.5,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2009,3.9,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2010,5.2,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2011,4.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2012,4.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2013,4.6,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2014,2.6,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2015,2.8,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2016,2.3,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2017,2.6,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2018,2.5,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2019,2.3,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HR,2020,2.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2005,7.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2006,7.0,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2007,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2008,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2009,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2010,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2011,7.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2012,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2013,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2014,6.4,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2015,5.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2016,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2017,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2018,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2019,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,HU,2020,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2005,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2006,4.5,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2007,5.0,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2008,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2009,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2010,9.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2011,9.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2012,8.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2013,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2014,5.3,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2015,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2016,4.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2017,3.9,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2018,4.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2019,4.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IE,2020,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2005,4.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2006,,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2007,,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2008,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2009,8.2,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2010,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2011,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2012,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2013,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2014,5.5,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2015,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2016,3.2,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2017,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2018,4.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2019,5.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IS,2020,4.1,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2005,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2006,8.7,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2007,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2008,8.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2009,9.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2010,10.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2011,10.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2012,11.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2013,12.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2014,11.1,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2015,10.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2016,10.1,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2017,10.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2018,10.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2019,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,IT,2020,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2005,3.6,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2006,5.0,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2007,,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2008,4.9,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2009,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2010,6.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2011,6.4,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2012,5.0,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2013,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2014,3.3,b
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2015,3.7,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2016,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2017,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2018,2.8,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2019,2.7,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LT,2020,4.0,
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2005,3.6,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2006,4.9,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2007,4.5,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2008,3.7,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2009,2.9,bu
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2010,4.1,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2011,,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2012,4.4,u
ESTAT:EDAT_LFSE_14(1.0),A,M,NEMP,Y18-24,PC,LU,2013,4.1,u
